dataset,representation,predictor,explainer,seed,variant,component_id,component_split,left_index,right_index,average_precision,prevalence,normalized_ap_lift,supported_atom_fraction,true_delta,predicted_delta,absolute_signed_delta_error,gap_score
CHEMBL4616_EC50,morgan,xgboost,crem_lime,42,label_permuted,7,test,135,141,0.3201587565658751,0.32941176470588235,-0.013798345471940612,0.9764705882352941,-1.4449365713482611,-0.19709908962249756,1.2478374817257636,-1.2478374817257636
CHEMBL4616_EC50,morgan,xgboost,crem_lime,42,label_permuted,13,test,120,124,0.24820538699155967,0.3333333333333333,-0.12769191951266046,0.9861111111111112,-1.224014811372864,-0.04510915279388428,1.1789056585789797,-1.1789056585789797
CHEMBL4616_EC50,morgan,xgboost,crem_lime,42,label_permuted,14,test,189,193,0.5932598552617528,0.25757575757575757,0.4521459274954222,0.9545454545454546,-1.5999318377006544,-0.1914386749267578,1.4084931627738966,-1.4084931627738966
CHEMBL4616_EC50,morgan,xgboost,crem_lime,42,label_permuted,23,test,283,296,0.5513095808587681,0.4528301886792453,0.17997957881085208,1.0,-1.6478174818886377,-0.013483166694641113,1.6343343151939966,-1.6343343151939966
CHEMBL4616_EC50,morgan,xgboost,crem_lime,42,label_permuted,31,test,544,546,0.07936507936507936,0.07936507936507936,0.0,0.0,1.9661417327390323,0.0,1.9661417327390323,-1.9661417327390323
CHEMBL4616_EC50,morgan,xgboost,crem_lime,42,label_permuted,34,test,604,608,0.15876081919916069,0.15151515151515152,0.008539536913296517,0.9696969696969697,1.3025140804612594,0.12382423877716064,1.1786898416840987,-1.1786898416840987
CHEMBL4616_EC50,morgan,xgboost,crem_lime,42,label_permuted,35,test,610,614,0.31769986820665885,0.21875,0.12665583130452332,0.96875,1.995055729081308,0.5917564630508423,1.4032992660304657,-1.4032992660304657
CHEMBL4616_EC50,morgan,xgboost,crem_lime,42,label_permuted,37,test,648,651,0.20785315008349817,0.323943661971831,-0.17171721550149233,1.0,-2.195031560679157,0.02486443519592285,2.21989599587508,-2.21989599587508
CHEMBL4616_EC50,morgan,mlp,crem_mean,42,trained,2,test,16,37,0.18752364894657383,0.15942028985507245,0.033433306505406823,0.7101449275362319,-1.8784542062890395,-0.19917726516723633,1.6792769411218031,-1.6792769411218031
CHEMBL4616_EC50,morgan,mlp,crem_mean,42,trained,7,test,135,141,0.5626575888547437,0.32941176470588235,0.3478227202219862,0.788235294117647,-1.4449365713482611,-0.009913444519042969,1.4350231268292182,-1.4350231268292182
CHEMBL4616_EC50,morgan,mlp,crem_mean,42,trained,13,test,120,124,0.5183094195993132,0.3333333333333333,0.2774641293989698,0.875,-1.224014811372864,-0.7893842458724976,0.4346305655003664,-0.4346305655003664
CHEMBL4616_EC50,morgan,mlp,crem_mean,42,trained,14,test,189,193,0.25577094474153295,0.25757575757575757,-0.0024309723889556142,0.5757575757575758,-1.5999318377006544,-0.36683499813079834,1.233096839569856,-1.233096839569856
CHEMBL4616_EC50,morgan,mlp,crem_mean,42,trained,23,test,283,296,0.4676462050712884,0.4528301886792453,0.027077547199251196,1.0,-1.6478174818886377,0.0019145011901855469,1.6497319830788233,-1.6497319830788233
CHEMBL4616_EC50,morgan,mlp,crem_mean,42,trained,31,test,544,546,0.07936507936507936,0.07936507936507936,0.0,0.0,1.9661417327390323,0.14447736740112305,1.8216643653379092,-1.8216643653379092
CHEMBL4616_EC50,morgan,mlp,crem_mean,42,trained,34,test,604,608,0.15151515151515152,0.15151515151515152,0.0,0.45454545454545453,1.3025140804612594,0.0416712760925293,1.26084280436873,-1.26084280436873
CHEMBL4616_EC50,morgan,mlp,crem_mean,42,trained,35,test,610,614,0.6849266022198353,0.21875,0.5967060508413892,0.4375,1.995055729081308,0.41093695163726807,1.58411877744404,-1.58411877744404
CHEMBL4616_EC50,morgan,mlp,crem_mean,42,trained,37,test,648,651,0.6561425495677881,0.323943661971831,0.4913775212356865,0.7464788732394366,-2.195031560679157,0.6631264090538025,2.8581579697329595,-2.8581579697329595
CHEMBL4616_EC50,morgan,mlp,crem_lime,42,trained,2,test,16,37,0.12294042238918025,0.15942028985507245,-0.04339846301976831,1.0,-1.8784542062890395,-0.19917726516723633,1.6792769411218031,-1.6792769411218031
CHEMBL4616_EC50,morgan,mlp,crem_lime,42,trained,7,test,135,141,0.40205355021103145,0.32941176470588235,0.10832546961294164,0.9764705882352941,-1.4449365713482611,-0.009913444519042969,1.4350231268292182,-1.4350231268292182
CHEMBL4616_EC50,morgan,mlp,crem_lime,42,trained,13,test,120,124,0.6675790840289468,0.3333333333333333,0.5013686260434203,0.9861111111111112,-1.224014811372864,-0.7893842458724976,0.4346305655003664,-0.4346305655003664
CHEMBL4616_EC50,morgan,mlp,crem_lime,42,trained,14,test,189,193,0.23272303248125203,0.25757575757575757,-0.033475099106885,0.9545454545454546,-1.5999318377006544,-0.36683499813079834,1.233096839569856,-1.233096839569856
CHEMBL4616_EC50,morgan,mlp,crem_lime,42,trained,23,test,283,296,0.5362407291793424,0.4528301886792453,0.1524399533277637,1.0,-1.6478174818886377,0.0019145011901855469,1.6497319830788233,-1.6497319830788233
CHEMBL4616_EC50,morgan,mlp,crem_lime,42,trained,31,test,544,546,0.07936507936507936,0.07936507936507936,0.0,0.0,1.9661417327390323,0.14447736740112305,1.8216643653379092,-1.8216643653379092
CHEMBL4616_EC50,morgan,mlp,crem_lime,42,trained,34,test,604,608,0.10764053791444367,0.15151515151515152,-0.05170936602940568,0.9696969696969697,1.3025140804612594,0.0416712760925293,1.26084280436873,-1.26084280436873
CHEMBL4616_EC50,morgan,mlp,crem_lime,42,trained,35,test,610,614,0.3150863728310892,0.21875,0.12331055722379418,0.96875,1.995055729081308,0.41093695163726807,1.58411877744404,-1.58411877744404
CHEMBL4616_EC50,morgan,mlp,crem_lime,42,trained,37,test,648,651,0.547715275930123,0.323943661971831,0.330995512313307,1.0,-2.195031560679157,0.6631264090538025,2.8581579697329595,-2.8581579697329595
CHEMBL4616_EC50,morgan,mlp,crem_mean,42,label_permuted,2,test,16,37,0.1808098316898591,0.15942028985507245,0.025446179079315144,0.7101449275362319,-1.8784542062890395,0.18546950817108154,2.0639237144601212,-2.0639237144601212
CHEMBL4616_EC50,morgan,mlp,crem_mean,42,label_permuted,7,test,135,141,0.4765300191074593,0.32941176470588235,0.2193868705988428,0.788235294117647,-1.4449365713482611,0.20990371704101562,1.6548402883892768,-1.6548402883892768
CHEMBL4616_EC50,morgan,mlp,crem_mean,42,label_permuted,13,test,120,124,0.4971999484118125,0.3333333333333333,0.2457999226177187,0.875,-1.224014811372864,-0.37463128566741943,0.8493835257054445,-0.8493835257054445
CHEMBL4616_EC50,morgan,mlp,crem_mean,42,label_permuted,14,test,189,193,0.3171553260802754,0.25757575757575757,0.08025003104690158,0.5757575757575758,-1.5999318377006544,-0.14351391792297363,1.4564179197776808,-1.4564179197776808
CHEMBL4616_EC50,morgan,mlp,crem_mean,42,label_permuted,23,test,283,296,0.39246511027889025,0.4528301886792453,-0.11032238466271783,1.0,-1.6478174818886377,0.08819782733917236,1.73601530922781,-1.73601530922781
CHEMBL4616_EC50,morgan,mlp,crem_mean,42,label_permuted,31,test,544,546,0.07936507936507936,0.07936507936507936,0.0,0.0,1.9661417327390323,0.00646209716796875,1.9596796355710635,-1.9596796355710635
CHEMBL4616_EC50,morgan,mlp,crem_mean,42,label_permuted,34,test,604,608,0.15151515151515152,0.15151515151515152,0.0,0.45454545454545453,1.3025140804612594,0.15804719924926758,1.1444668812119918,-1.1444668812119918
CHEMBL4616_EC50,morgan,mlp,crem_mean,42,label_permuted,35,test,610,614,0.7864403453689168,0.21875,0.7266436420722135,0.4375,1.995055729081308,0.5375832915306091,1.4574724375506989,-1.4574724375506989
CHEMBL4616_EC50,morgan,mlp,crem_mean,42,label_permuted,37,test,648,651,0.44209985868965956,0.323943661971831,0.17477270764512143,0.7464788732394366,-2.195031560679157,0.0871422290802002,2.2821737897593573,-2.2821737897593573
CHEMBL4616_EC50,morgan,mlp,crem_lime,42,label_permuted,2,test,16,37,0.14228479742070416,0.15942028985507245,-0.02038532720640366,1.0,-1.8784542062890395,0.18546950817108154,2.0639237144601212,-2.0639237144601212
CHEMBL4616_EC50,morgan,mlp,crem_lime,42,label_permuted,7,test,135,141,0.5881366327715943,0.32941176470588235,0.38581778571202663,0.9764705882352941,-1.4449365713482611,0.20990371704101562,1.6548402883892768,-1.6548402883892768
CHEMBL4616_EC50,morgan,mlp,crem_lime,42,label_permuted,13,test,120,124,0.7170928720198148,0.3333333333333333,0.5756393080297221,0.9861111111111112,-1.224014811372864,-0.37463128566741943,0.8493835257054445,-0.8493835257054445
CHEMBL4616_EC50,morgan,mlp,crem_lime,42,label_permuted,14,test,189,193,0.4526686246070931,0.25757575757575757,0.26277814742996214,0.9545454545454546,-1.5999318377006544,-0.14351391792297363,1.4564179197776808,-1.4564179197776808
CHEMBL4616_EC50,morgan,mlp,crem_lime,42,label_permuted,23,test,283,296,0.4800564461626723,0.4528301886792453,0.0497583326421252,1.0,-1.6478174818886377,0.08819782733917236,1.73601530922781,-1.73601530922781
CHEMBL4616_EC50,morgan,mlp,crem_lime,42,label_permuted,31,test,544,546,0.07936507936507936,0.07936507936507936,0.0,0.0,1.9661417327390323,0.00646209716796875,1.9596796355710635,-1.9596796355710635
CHEMBL4616_EC50,morgan,mlp,crem_lime,42,label_permuted,34,test,604,608,0.12515144966725672,0.15151515151515152,-0.031071505749304583,0.9696969696969697,1.3025140804612594,0.15804719924926758,1.1444668812119918,-1.1444668812119918
CHEMBL4616_EC50,morgan,mlp,crem_lime,42,label_permuted,35,test,610,614,0.6242403819730176,0.21875,0.5190276889254625,0.96875,1.995055729081308,0.5375832915306091,1.4574724375506989,-1.4574724375506989
CHEMBL4616_EC50,morgan,mlp,crem_lime,42,label_permuted,37,test,648,651,0.3066796920024583,0.323943661971831,-0.025536288913030426,1.0,-2.195031560679157,0.0871422290802002,2.2821737897593573,-2.2821737897593573
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,1,test,1,33,0.38086045091859044,0.2542372881355932,0.16979015009538265,1.0,2.513097461879629,0.5434525012969971,1.9696449605826318,-1.9696449605826318
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,2,test,21,34,0.4360650873394998,0.2631578947368421,0.23465976138932113,1.0,-1.576252727721677,0.7832368612289429,2.3594895889506198,-2.3594895889506198
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,7,test,62,64,0.04630626393534002,0.05555555555555555,-0.009793367597875269,0.9305555555555556,-1.5328392767509351,-0.32381272315979004,1.209026553591145,-1.209026553591145
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,14,test,141,143,0.07244971264367817,0.05970149253731343,0.013557630906768843,0.9104477611940298,-1.486881092008819,0.24061119556427002,1.727492287573089,-1.727492287573089
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,16,test,150,156,0.38430592137352454,0.373134328358209,0.017821350762527204,0.5223880597014925,-1.01424043911461,-0.6879048347473145,0.3263356043672956,-0.3263356043672956
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,18,test,168,171,0.11027771449364888,0.1095890410958904,0.0007734332005595233,0.726027397260274,-1.6627578316815739,0.18387043476104736,1.8466282664426212,-1.8466282664426212
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,22,test,190,193,0.3169208639162796,0.16666666666666666,0.18030503669953554,1.0,1.334888262924949,0.2872965335845947,1.0475917293403543,-1.0475917293403543
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,24,test,198,199,0.27341723144351066,0.27586206896551724,-0.0033762041970567085,0.9137931034482759,-1.0299632233774436,-0.18480682373046875,0.8451563996469749,-0.8451563996469749
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,25,test,203,215,0.44854204276387777,0.3230769230769231,0.18534619953754666,0.6923076923076923,1.4471580313422194,0.2756751775741577,1.1714828537680617,-1.1714828537680617
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,26,test,210,270,0.5643053804586494,0.5384615384615384,0.05599499099374046,0.7076923076923077,1.5118833609788744,0.9697195291519165,0.5421638318269579,-0.5421638318269579
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,29,test,265,1411,0.3812622236151648,0.3,0.1160888908788069,0.85,-1.2674291939120836,-0.10475969314575195,1.1626695007663317,-1.1626695007663317
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,30,test,266,1315,0.3951946223259588,0.3181818181818182,0.11295211274473958,1.0,1.2922560713564755,-0.12836766242980957,1.420623733786285,-1.420623733786285
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,35,test,309,311,0.3821557594639926,0.2777777777777778,0.1445233592578359,0.75,-1.3047578681832246,-0.11769413948059082,1.1870637287026338,-1.1870637287026338
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,37,test,358,359,0.13845117845117844,0.1388888888888889,-0.0005083088954056943,0.75,-1.1892094895823062,-0.016309499740600586,1.1728999898417056,-1.1728999898417056
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,38,test,363,430,0.379409048289197,0.3076923076923077,0.10359084752884012,0.5128205128205128,-1.888425224949682,0.28591370582580566,2.1743389307754875,-2.1743389307754875
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,40,test,371,372,0.058884410608548536,0.07575757575757576,-0.01825621147271798,1.0,-1.4393326938302626,-0.9321144223213196,0.507218271508943,-0.507218271508943
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,48,test,457,460,0.30339591794700155,0.22666666666666666,0.09921885941422616,1.0,-1.1677391846909155,-0.26855969429016113,0.8991794904007544,-0.8991794904007544
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,52,test,500,526,0.2746963562753037,0.2923076923076923,-0.024885583524027408,0.46153846153846156,-1.7703259128716877,-0.8395853042602539,0.9307406086114338,-0.9307406086114338
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,57,test,580,833,0.6203909404964655,0.5625,0.13232214970620682,1.0,-1.2487021153086655,-0.004581928253173828,1.2441201870554917,-1.2441201870554917
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,66,test,793,798,0.4882739298955173,0.36363636363636365,0.1958590326929558,0.7818181818181819,1.4771212547196626,1.1920219659805298,0.2850992887391328,-0.2850992887391328
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,68,test,802,803,0.06587364557698852,0.07894736842105263,-0.014194327659269602,0.7368421052631579,-1.698970004336019,-0.3229278326034546,1.3760421717325644,-1.3760421717325644
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,74,test,845,861,0.2597618988944551,0.17073170731707318,0.10735993690213703,1.0,1.662757831681574,0.46393775939941406,1.19882007228216,-1.19882007228216
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,75,test,846,849,0.23250340005659154,0.1891891891891892,0.05342086006979622,0.918918918918919,1.3521825181113623,1.364102840423584,0.011920322312221732,-0.011920322312221732
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,85,test,1037,1046,0.20722500173719688,0.14285714285714285,0.07509583536006303,0.6507936507936508,-1.3644169745283738,-0.0723733901977539,1.29204358433062,-1.29204358433062
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,91,test,1077,1083,0.3202141724476028,0.3076923076923077,0.018087137979870698,1.0,1.1167442579930285,0.05846381187438965,1.0582804461186388,-1.0582804461186388
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,102,test,1198,1201,0.06301402999516208,0.05333333333333334,0.010226088023058529,1.0,1.33059822630669,-0.4024914503097534,1.7330896766164434,-1.7330896766164434
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,107,test,1272,1278,0.26038748832866476,0.3333333333333333,-0.10941876750700281,1.0,1.640481436970422,-0.2259225845336914,1.8664040215041133,-1.8664040215041133
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,114,test,1379,1715,0.48161909648848666,0.43333333333333335,0.08521017027379997,1.0,-1.666517980554881,0.11567354202270508,1.7821915225775862,-1.7821915225775862
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,115,test,1393,1394,0.1773003241968759,0.19230769230769232,-0.01858055099434412,0.8846153846153846,1.034762106259212,-0.35596156120300293,1.390723667462215,-1.390723667462215
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,118,test,1464,1467,0.2821512042334324,0.16883116883116883,0.13633816759334833,0.935064935064935,-2.740362689494244,-0.4693467617034912,2.271015927790753,-2.271015927790753
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,124,test,1559,1563,0.11968235832145907,0.13793103448275862,-0.021168464347107476,0.9137931034482759,1.607639868708799,0.10398578643798828,1.5036540822708107,-1.5036540822708107
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,126,test,1623,1624,0.40948275862068967,0.07272727272727272,0.3631676808654497,0.8181818181818182,1.6823707425165568,-0.08349823951721191,1.7658689820337687,-1.7658689820337687
CHEMBL239_EC50,morgan,xgboost,crem_mean,42,trained,127,test,1641,1656,0.2178030303030303,0.07272727272727272,0.15645424836601307,1.0,-1.047424649928138,-0.6205196380615234,0.42690501186661467,-0.42690501186661467
CHEMBL239_EC50,morgan,xgboost,crem_lime,42,trained,1,test,1,33,0.6973134329466628,0.2542372881355932,0.5941248305421161,1.0,2.513097461879629,0.5434525012969971,1.9696449605826318,-1.9696449605826318
CHEMBL239_EC50,morgan,xgboost,crem_lime,42,trained,2,test,21,34,0.603483202006356,0.2631578947368421,0.4618700598657688,1.0,-1.576252727721677,0.7832368612289429,2.3594895889506198,-2.3594895889506198
CHEMBL239_EC50,morgan,xgboost,crem_lime,42,trained,7,test,62,64,0.13722826086956522,0.05555555555555555,0.08647698209718671,1.0,-1.5328392767509351,-0.32381272315979004,1.209026553591145,-1.209026553591145
CHEMBL239_EC50,morgan,xgboost,crem_lime,42,trained,14,test,141,143,0.06785714285714287,0.05970149253731343,0.008673469387755112,1.0,-1.486881092008819,0.24061119556427002,1.727492287573089,-1.727492287573089
CHEMBL239_EC50,morgan,xgboost,crem_lime,42,trained,16,test,150,156,0.49679501457591557,0.373134328358209,0.19726823753777004,0.835820895522388,-1.01424043911461,-0.6879048347473145,0.3263356043672956,-0.3263356043672956
CHEMBL239_EC50,morgan,xgboost,crem_lime,42,trained,18,test,168,171,0.09159299208661924,0.1095890410958904,-0.020210947348873774,1.0,-1.6627578316815739,0.18387043476104736,1.8466282664426212,-1.8466282664426212
CHEMBL239_EC50,morgan,xgboost,crem_lime,42,trained,22,test,190,193,0.15634211052907265,0.16666666666666666,-0.012389467365112804,1.0,1.334888262924949,0.2872965335845947,1.0475917293403543,-1.0475917293403543
CHEMBL239_EC50,morgan,xgboost,crem_lime,42,trained,24,test,198,199,0.4254752095088229,0.27586206896551724,0.20660862265504115,1.0,-1.0299632233774436,-0.18480682373046875,0.8451563996469749,-0.8451563996469749
CHEMBL239_EC50,morgan,xgboost,crem_lime,42,trained,25,test,203,215,0.29205071312641623,0.3230769230769231,-0.04583417379052151,0.9846153846153847,1.4471580313422194,0.2756751775741577,1.1714828537680617,-1.1714828537680617
CHEMBL239_EC50,morgan,xgboost,crem_lime,42,trained,26,test,210,270,0.5424904573156365,0.5384615384615384,0.008729324183879134,0.9846153846153847,1.5118833609788744,0.9697195291519165,0.5421638318269579,-0.5421638318269579
CHEMBL239_EC50,morgan,xgboost,crem_lime,42,trained,29,test,265,1411,0.3914377951018905,0.3,0.13062542157412926,1.0,-1.2674291939120836,-0.10475969314575195,1.1626695007663317,-1.1626695007663317
CHEMBL239_EC50,morgan,xgboost,crem_lime,42,trained,30,test,266,1315,0.5596432512398899,0.3181818181818182,0.3541434351518385,1.0,1.2922560713564755,-0.12836766242980957,1.420623733786285,-1.420623733786285
CHEMBL239_EC50,morgan,xgboost,crem_lime,42,trained,35,test,309,311,0.47658561316489706,0.2777777777777778,0.2752723874590882,1.0,-1.3047578681832246,-0.11769413948059082,1.1870637287026338,-1.1870637287026338
CHEMBL239_EC50,morgan,xgboost,crem_lime,42,trained,37,test,358,359,0.17317603636201198,0.1388888888888889,0.03981733254943326,1.0,-1.1892094895823062,-0.016309499740600586,1.1728999898417056,-1.1728999898417056
CHEMBL239_EC50,morgan,xgboost,crem_lime,42,trained,38,test,363,430,0.346752322261772,0.3076923076923077,0.05642002104478175,1.0,-1.888425224949682,0.28591370582580566,2.1743389307754875,-2.1743389307754875
CHEMBL239_EC50,morgan,xgboost,crem_lime,42,trained,40,test,371,372,0.05267012557335138,0.07575757575757576,-0.02497986413375097,1.0,-1.4393326938302626,-0.9321144223213196,0.507218271508943,-0.507218271508943
CHEMBL239_EC50,morgan,xgboost,crem_lime,42,trained,48,test,457,460,0.20782581872180364,0.22666666666666666,-0.024363165445943556,1.0,-1.1677391846909155,-0.26855969429016113,0.8991794904007544,-0.8991794904007544
CHEMBL239_EC50,morgan,xgboost,crem_lime,42,trained,52,test,500,526,0.19872926919668318,0.2923076923076923,-0.13223038048294772,0.9538461538461539,-1.7703259128716877,-0.8395853042602539,0.9307406086114338,-0.9307406086114338
CHEMBL239_EC50,morgan,xgboost,crem_lime,42,trained,57,test,580,833,0.508639893892325,0.5625,-0.1231088139604,1.0,-1.2487021153086655,-0.004581928253173828,1.2441201870554917,-1.2441201870554917
