dataset,representation,predictor,seed,variant,parent_prediction_range,mutant_prediction_range,local_domain_prediction_range,finite_local_domain,parent_rows,mutant_rows,model_initialization_seed,permutation_id,permutation_seed
CHEMBL1862_Ki,morgan,mlp,42,label_permuted,0.4014779329299927,0.7939201593399048,0.7939201593399048,True,30,846,42,50,20260952
CHEMBL1862_Ki,morgan,mlp,42,label_permuted,0.4704396724700928,0.8642064332962036,0.8642064332962036,True,30,846,42,51,20260953
CHEMBL1871_Ki,morgan,xgboost,42,label_permuted,0.0567045211791992,0.0690594911575317,0.0690594911575317,True,38,1139,42,42,20261944
CHEMBL1871_Ki,morgan,xgboost,42,label_permuted,0.1082994937896728,0.1237657070159912,0.1237657070159912,True,38,1139,42,43,20261945
CHEMBL1871_Ki,morgan,xgboost,42,label_permuted,0.1679223775863647,0.3468246459960937,0.3468246459960937,True,38,1139,42,44,20261946
CHEMBL1871_Ki,morgan,xgboost,42,label_permuted,0.1049171686172485,0.1049171686172485,0.1049171686172485,True,38,1139,42,45,20261947
CHEMBL1871_Ki,morgan,xgboost,42,label_permuted,0.6418029069900513,0.7858577966690063,0.7858577966690063,True,38,1139,42,46,20261948
CHEMBL1871_Ki,morgan,xgboost,42,label_permuted,0.0569765567779541,0.1195266246795654,0.1195266246795654,True,38,1139,42,47,20261949
CHEMBL1871_Ki,morgan,xgboost,42,label_permuted,0.7941031455993652,1.4953291416168213,1.4953291416168213,True,38,1139,42,48,20261950
CHEMBL1871_Ki,morgan,xgboost,42,label_permuted,0.0597678422927856,0.1279823780059814,0.1279823780059814,True,38,1139,42,49,20261951
CHEMBL1871_Ki,morgan,xgboost,42,label_permuted,0.09403657913208,0.1285854578018188,0.1285854578018188,True,38,1139,42,50,20261952
CHEMBL1871_Ki,morgan,xgboost,42,label_permuted,1.1625008583068848,1.525096774101257,1.525096774101257,True,38,1139,42,51,20261953
CHEMBL1871_Ki,morgan,mlp,42,label_permuted,0.4962776899337768,0.737586259841919,0.737586259841919,True,38,1139,42,42,20261944
CHEMBL1871_Ki,morgan,mlp,42,label_permuted,0.5791246891021729,0.7490463256835938,0.7490463256835938,True,38,1139,42,43,20261945
CHEMBL1871_Ki,morgan,mlp,42,label_permuted,0.7281001806259155,0.8517613410949707,0.8555305004119873,True,38,1139,42,44,20261946
CHEMBL1871_Ki,morgan,mlp,42,label_permuted,2.568380832672119,3.63912045955658,3.63912045955658,True,38,1139,42,45,20261947
CHEMBL1871_Ki,morgan,mlp,42,label_permuted,2.417596340179444,2.642929077148437,2.642929077148437,True,38,1139,42,46,20261948
CHEMBL1871_Ki,morgan,mlp,42,label_permuted,0.5321820974349976,0.7969924211502075,0.7969924211502075,True,38,1139,42,47,20261949
CHEMBL1871_Ki,morgan,mlp,42,label_permuted,1.3753960132598877,2.154665470123291,2.154665470123291,True,38,1139,42,48,20261950
CHEMBL1871_Ki,morgan,mlp,42,label_permuted,0.4631648063659668,0.7055108547210693,0.7055108547210693,True,38,1139,42,49,20261951
CHEMBL1871_Ki,morgan,mlp,42,label_permuted,0.6779681444168091,0.8041739463806152,0.8041739463806152,True,38,1139,42,50,20261952
CHEMBL1871_Ki,morgan,mlp,42,label_permuted,0.7077316045761108,0.8775984048843384,0.8775984048843384,True,38,1139,42,51,20261953
CHEMBL2034_Ki,morgan,xgboost,42,label_permuted,1.3952956199645996,2.374987944960594,2.374987944960594,True,48,1320,42,42,20262944
CHEMBL2034_Ki,morgan,xgboost,42,label_permuted,0.0880297422409057,0.1025913953781127,0.1025913953781127,True,48,1320,42,43,20262945
CHEMBL2034_Ki,morgan,xgboost,42,label_permuted,0.1129769086837768,0.2670942544937134,0.2670942544937134,True,48,1320,42,44,20262946
CHEMBL2034_Ki,morgan,xgboost,42,label_permuted,0.0245304107666015,0.1067124605178833,0.1067124605178833,True,48,1320,42,45,20262947
CHEMBL2034_Ki,morgan,xgboost,42,label_permuted,0.1395021677017212,0.1395021677017212,0.1395021677017212,True,48,1320,42,46,20262948
CHEMBL2034_Ki,morgan,xgboost,42,label_permuted,0.4767739772796631,0.5868822336196899,0.5868822336196899,True,48,1320,42,47,20262949
CHEMBL2034_Ki,morgan,xgboost,42,label_permuted,0.8131619691848755,1.2735781073570251,1.2735781073570251,True,48,1320,42,48,20262950
CHEMBL2034_Ki,morgan,xgboost,42,label_permuted,0.0803258419036865,0.1287641525268554,0.1287641525268554,True,48,1320,42,49,20262951
CHEMBL2034_Ki,morgan,xgboost,42,label_permuted,0.5909988880157471,0.6965852975845337,0.6965852975845337,True,48,1320,42,50,20262952
CHEMBL2034_Ki,morgan,xgboost,42,label_permuted,0.1350412368774414,0.238855242729187,0.238855242729187,True,48,1320,42,51,20262953
CHEMBL2034_Ki,morgan,mlp,42,label_permuted,0.8901844620704651,1.296472191810608,1.296472191810608,True,48,1320,42,42,20262944
CHEMBL2034_Ki,morgan,mlp,42,label_permuted,0.8145467042922974,1.1418485045433044,1.1418485045433044,True,48,1320,42,43,20262945
CHEMBL2034_Ki,morgan,mlp,42,label_permuted,0.6933082342147827,0.9746717214584352,0.9746717214584352,True,48,1320,42,44,20262946
CHEMBL2034_Ki,morgan,mlp,42,label_permuted,0.8897320032119751,1.258009433746338,1.258009433746338,True,48,1320,42,45,20262947
CHEMBL2034_Ki,morgan,mlp,42,label_permuted,0.8878054022789001,1.4058761596679688,1.4058761596679688,True,48,1320,42,46,20262948
CHEMBL2034_Ki,morgan,mlp,42,label_permuted,0.891962468624115,1.059540033340454,1.059540033340454,True,48,1320,42,47,20262949
CHEMBL2034_Ki,morgan,mlp,42,label_permuted,0.6133725643157959,0.9420974254608154,0.9420974254608154,True,48,1320,42,48,20262950
CHEMBL2034_Ki,morgan,mlp,42,label_permuted,0.7558623552322388,1.0268873572349548,1.0268873572349548,True,48,1320,42,49,20262951
CHEMBL2034_Ki,morgan,mlp,42,label_permuted,0.973371684551239,1.3767943978309631,1.3767943978309631,True,48,1320,42,50,20262952
CHEMBL2034_Ki,morgan,mlp,42,label_permuted,1.1585921049118042,1.484142780303955,1.484142780303955,True,48,1320,42,51,20262953
CHEMBL204_Ki,morgan,xgboost,42,label_permuted,0.1416437625885009,0.2066736221313476,0.2066736221313476,True,186,9498,42,42,20263944
CHEMBL204_Ki,morgan,xgboost,42,label_permuted,0.7246179580688477,1.2576334476470947,1.2576334476470947,True,186,9498,42,43,20263945
CHEMBL204_Ki,morgan,xgboost,42,label_permuted,0.1546905040740966,0.1817972660064697,0.1817972660064697,True,186,9498,42,44,20263946
CHEMBL204_Ki,morgan,xgboost,42,label_permuted,1.0725336074829102,1.414108395576477,1.414108395576477,True,186,9498,42,45,20263947
CHEMBL204_Ki,morgan,xgboost,42,label_permuted,0.1463644504547119,0.1769735813140869,0.1769735813140869,True,186,9498,42,46,20263948
CHEMBL204_Ki,morgan,xgboost,42,label_permuted,0.6389323472976685,0.8024895191192627,0.8024895191192627,True,186,9498,42,47,20263949
CHEMBL204_Ki,morgan,xgboost,42,label_permuted,0.1940631866455078,0.1940631866455078,0.1940631866455078,True,186,9498,42,48,20263950
CHEMBL204_Ki,morgan,xgboost,42,label_permuted,0.1672730445861816,0.1897602081298828,0.1897602081298828,True,186,9498,42,49,20263951
CHEMBL204_Ki,morgan,xgboost,42,label_permuted,0.2646636962890625,0.3786172866821289,0.3786172866821289,True,186,9498,42,50,20263952
CHEMBL204_Ki,morgan,xgboost,42,label_permuted,0.7356085777282715,0.9660594463348388,0.9660594463348388,True,186,9498,42,51,20263953
CHEMBL204_Ki,morgan,mlp,42,label_permuted,1.3917272090911863,1.7849032878875732,1.7849032878875732,True,186,9498,42,42,20263944
CHEMBL204_Ki,morgan,mlp,42,label_permuted,1.4540164470672607,2.115335345268249,2.115335345268249,True,186,9498,42,43,20263945
CHEMBL204_Ki,morgan,mlp,42,label_permuted,2.393024682998657,3.088965892791748,3.088965892791748,True,186,9498,42,44,20263946
CHEMBL204_Ki,morgan,mlp,42,label_permuted,1.7113254070281982,2.27910053730011,2.27910053730011,True,186,9498,42,45,20263947
CHEMBL204_Ki,morgan,mlp,42,label_permuted,1.7044270038604736,2.3740572929382324,2.3740572929382324,True,186,9498,42,46,20263948
CHEMBL204_Ki,morgan,mlp,42,label_permuted,1.2297754287719729,1.8478599786758425,1.8478599786758425,True,186,9498,42,47,20263949
CHEMBL204_Ki,morgan,mlp,42,label_permuted,2.2603647708892822,2.6911176443099976,2.6911176443099976,True,186,9498,42,48,20263950
CHEMBL204_Ki,morgan,mlp,42,label_permuted,1.767179012298584,2.272364616394043,2.272364616394043,True,186,9498,42,49,20263951
CHEMBL204_Ki,morgan,mlp,42,label_permuted,1.4332512617111206,1.889271259307861,1.889271259307861,True,186,9498,42,50,20263952
CHEMBL204_Ki,morgan,mlp,42,label_permuted,1.8460149765014648,2.4496772289276123,2.4496772289276123,True,186,9498,42,51,20263953
CHEMBL2047_EC50,morgan,xgboost,42,label_permuted,1.2884806394577026,1.5805355310440063,1.5805355310440063,True,36,1834,42,42,20264944
CHEMBL2047_EC50,morgan,xgboost,42,label_permuted,0.1197509765625,0.1336774826049804,0.1336774826049804,True,36,1834,42,43,20264945
CHEMBL2047_EC50,morgan,xgboost,42,label_permuted,1.558659911155701,2.121948719024658,2.121948719024658,True,36,1834,42,44,20264946
CHEMBL2047_EC50,morgan,xgboost,42,label_permuted,0.2740392684936523,0.2752926349639892,0.2752926349639892,True,36,1834,42,45,20264947
CHEMBL2047_EC50,morgan,xgboost,42,label_permuted,0.3047194480895996,0.5424470901489258,0.5424470901489258,True,36,1834,42,46,20264948
CHEMBL2047_EC50,morgan,xgboost,42,label_permuted,0.4469811916351318,0.7014358043670654,0.7014358043670654,True,36,1834,42,47,20264949
CHEMBL2047_EC50,morgan,xgboost,42,label_permuted,0.0629787445068359,0.1220724582672119,0.1220724582672119,True,36,1834,42,48,20264950
CHEMBL2047_EC50,morgan,xgboost,42,label_permuted,0.1146433353424072,0.1146433353424072,0.1146433353424072,True,36,1834,42,49,20264951
CHEMBL2047_EC50,morgan,xgboost,42,label_permuted,0.2629745006561279,0.2831037044525146,0.2831037044525146,True,36,1834,42,50,20264952
CHEMBL2047_EC50,morgan,xgboost,42,label_permuted,0.101456880569458,0.1302618980407714,0.1302618980407714,True,36,1834,42,51,20264953
CHEMBL2047_EC50,morgan,mlp,42,label_permuted,0.563554048538208,0.8956036567687988,0.8956036567687988,True,36,1834,42,42,20264944
CHEMBL2047_EC50,morgan,mlp,42,label_permuted,0.6468930244445801,0.9711036682128906,0.9711036682128906,True,36,1834,42,43,20264945
CHEMBL2047_EC50,morgan,mlp,42,label_permuted,0.5632228851318359,0.7444989681243896,0.7444989681243896,True,36,1834,42,44,20264946
CHEMBL2047_EC50,morgan,mlp,42,label_permuted,0.5485744476318359,0.7826261520385742,0.7826261520385742,True,36,1834,42,45,20264947
CHEMBL2047_EC50,morgan,mlp,42,label_permuted,0.5663294792175293,0.9590611457824708,0.9590611457824708,True,36,1834,42,46,20264948
CHEMBL2047_EC50,morgan,mlp,42,label_permuted,0.6059427261352539,0.7655279636383057,0.7655279636383057,True,36,1834,42,47,20264949
CHEMBL2047_EC50,morgan,mlp,42,label_permuted,0.7682085037231445,0.9613862037658693,0.9613862037658693,True,36,1834,42,48,20264950
CHEMBL2047_EC50,morgan,mlp,42,label_permuted,0.617722749710083,0.8812174797058105,0.8812174797058105,True,36,1834,42,49,20264951
CHEMBL2047_EC50,morgan,mlp,42,label_permuted,1.642309546470642,1.994943737983704,1.994943737983704,True,36,1834,42,50,20264952
CHEMBL2047_EC50,morgan,mlp,42,label_permuted,0.6727404594421387,1.0483155250549316,1.0483155250549316,True,36,1834,42,51,20264953
CHEMBL2147_Ki,morgan,xgboost,42,label_permuted,0.3447513580322265,0.463534951210022,0.463534951210022,True,54,1537,42,42,20266944
CHEMBL2147_Ki,morgan,xgboost,42,label_permuted,0.291857361793518,0.3289144039154053,0.3289144039154053,True,54,1537,42,43,20266945
CHEMBL2147_Ki,morgan,xgboost,42,label_permuted,0.6306955218315125,1.3477911353111267,1.3477911353111267,True,54,1537,42,44,20266946
CHEMBL2147_Ki,morgan,xgboost,42,label_permuted,0.4144233465194702,0.6009649038314819,0.6009649038314819,True,54,1537,42,45,20266947
CHEMBL2147_Ki,morgan,xgboost,42,label_permuted,0.6047649383544922,0.6417575478553772,0.6417575478553772,True,54,1537,42,46,20266948
CHEMBL2147_Ki,morgan,xgboost,42,label_permuted,0.1453945636749267,0.1937333345413208,0.1937333345413208,True,54,1537,42,47,20266949
CHEMBL2147_Ki,morgan,xgboost,42,label_permuted,0.2754504680633545,0.4383946657180786,0.4383946657180786,True,54,1537,42,48,20266950
CHEMBL2147_Ki,morgan,xgboost,42,label_permuted,2.724189758300781,3.4597926139831543,3.4597926139831543,True,54,1537,42,49,20266951
CHEMBL2147_Ki,morgan,xgboost,42,label_permuted,0.1441121101379394,0.1941969394683838,0.1941969394683838,True,54,1537,42,50,20266952
CHEMBL2147_Ki,morgan,xgboost,42,label_permuted,0.0680112838745117,0.1682140827178955,0.1682140827178955,True,54,1537,42,51,20266953
CHEMBL2147_Ki,morgan,mlp,42,label_permuted,3.810580730438232,7.847618103027344,7.847618103027344,True,54,1537,42,42,20266944
CHEMBL2147_Ki,morgan,mlp,42,label_permuted,1.229204177856445,2.092677593231201,2.092677593231201,True,54,1537,42,43,20266945
CHEMBL2147_Ki,morgan,mlp,42,label_permuted,2.9142751693725586,4.258835315704346,4.258835315704346,True,54,1537,42,44,20266946
CHEMBL2147_Ki,morgan,mlp,42,label_permuted,1.4988694190979004,2.3321001529693604,2.3321001529693604,True,54,1537,42,45,20266947
CHEMBL2147_Ki,morgan,mlp,42,label_permuted,1.6322765350341797,2.2616446018218994,2.2616446018218994,True,54,1537,42,46,20266948
CHEMBL2147_Ki,morgan,mlp,42,label_permuted,1.14261794090271,2.056123971939087,2.056123971939087,True,54,1537,42,47,20266949
CHEMBL2147_Ki,morgan,mlp,42,label_permuted,1.4002341032028198,2.319313406944275,2.319313406944275,True,54,1537,42,48,20266950
CHEMBL2147_Ki,morgan,mlp,42,label_permuted,2.066781520843506,2.522977709770202,2.522977709770202,True,54,1537,42,49,20266951
CHEMBL2147_Ki,morgan,mlp,42,label_permuted,1.466526985168457,2.704044461250305,2.704044461250305,True,54,1537,42,50,20266952
CHEMBL2147_Ki,morgan,mlp,42,label_permuted,2.1762795448303223,3.5141254663467407,3.5141254663467407,True,54,1537,42,51,20266953
CHEMBL218_EC50,morgan,xgboost,42,label_permuted,0.2406301498413086,0.3790445327758789,0.3790445327758789,True,76,2684,42,42,20267944
CHEMBL218_EC50,morgan,xgboost,42,label_permuted,0.1116502285003662,0.2343776226043701,0.2343776226043701,True,76,2684,42,43,20267945
CHEMBL218_EC50,morgan,xgboost,42,label_permuted,0.3766717910766601,0.6441406011581421,0.6441406011581421,True,76,2684,42,44,20267946
CHEMBL218_EC50,morgan,xgboost,42,label_permuted,0.5022764205932617,0.7542974948883057,0.7542974948883057,True,76,2684,42,45,20267947
CHEMBL218_EC50,morgan,xgboost,42,label_permuted,0.8518356084823608,1.1567511558532717,1.1567511558532717,True,76,2684,42,46,20267948
CHEMBL218_EC50,morgan,xgboost,42,label_permuted,0.0717959403991699,0.108386754989624,0.108386754989624,True,76,2684,42,47,20267949
CHEMBL218_EC50,morgan,xgboost,42,label_permuted,0.0904276371002197,0.1234846115112304,0.1234846115112304,True,76,2684,42,48,20267950
CHEMBL218_EC50,morgan,xgboost,42,label_permuted,0.069911241531372,0.0849287509918212,0.0849287509918212,True,76,2684,42,49,20267951
CHEMBL218_EC50,morgan,xgboost,42,label_permuted,0.4933818578720093,0.6539548635482788,0.6539548635482788,True,76,2684,42,50,20267952
CHEMBL218_EC50,morgan,xgboost,42,label_permuted,0.3140976428985595,0.3140976428985595,0.3140976428985595,True,76,2684,42,51,20267953
CHEMBL218_EC50,morgan,mlp,42,label_permuted,0.772293210029602,1.3132245540618896,1.3132245540618896,True,76,2684,42,42,20267944
CHEMBL218_EC50,morgan,mlp,42,label_permuted,1.183125138282776,1.3399310111999512,1.3399310111999512,True,76,2684,42,43,20267945
CHEMBL218_EC50,morgan,mlp,42,label_permuted,2.017209768295288,2.508783459663391,2.508783459663391,True,76,2684,42,44,20267946
CHEMBL218_EC50,morgan,mlp,42,label_permuted,1.5091975927352903,1.7125362157821655,1.7125362157821655,True,76,2684,42,45,20267947
CHEMBL218_EC50,morgan,mlp,42,label_permuted,1.6785376071929932,1.9129934310913088,1.9129934310913088,True,76,2684,42,46,20267948
CHEMBL218_EC50,morgan,mlp,42,label_permuted,1.2489928007125854,1.5208841562271118,1.5208841562271118,True,76,2684,42,47,20267949
CHEMBL218_EC50,morgan,mlp,42,label_permuted,1.0870788097381592,1.4102691411972046,1.4102691411972046,True,76,2684,42,48,20267950
CHEMBL218_EC50,morgan,mlp,42,label_permuted,1.658578395843506,1.9483412504196167,1.9483412504196167,True,76,2684,42,49,20267951
CHEMBL218_EC50,morgan,mlp,42,label_permuted,1.3212672472000122,1.4790096282958984,1.4790096282958984,True,76,2684,42,50,20267952
CHEMBL218_EC50,morgan,mlp,42,label_permuted,1.0746619701385498,1.4230587482452393,1.4230587482452393,True,76,2684,42,51,20267953
CHEMBL219_Ki,morgan,xgboost,42,label_permuted,0.4140199422836303,0.736652135848999,0.736652135848999,True,134,3521,42,42,20268944
CHEMBL219_Ki,morgan,xgboost,42,label_permuted,0.0774136781692504,0.1372245550155639,0.1372245550155639,True,134,3521,42,43,20268945
CHEMBL219_Ki,morgan,xgboost,42,label_permuted,1.0857892036437988,1.4178197383880615,1.4178197383880615,True,134,3521,42,44,20268946
CHEMBL219_Ki,morgan,xgboost,42,label_permuted,1.143962860107422,1.2263728380203247,1.2263728380203247,True,134,3521,42,45,20268947
CHEMBL219_Ki,morgan,xgboost,42,label_permuted,0.9162929058074952,1.100171685218811,1.100171685218811,True,134,3521,42,46,20268948
CHEMBL219_Ki,morgan,xgboost,42,label_permuted,0.7410739660263062,1.3510181903839111,1.3510181903839111,True,134,3521,42,47,20268949
CHEMBL219_Ki,morgan,xgboost,42,label_permuted,0.1910383701324463,0.3057156801223755,0.3057156801223755,True,134,3521,42,48,20268950
CHEMBL219_Ki,morgan,xgboost,42,label_permuted,0.596953272819519,1.3832498788833618,1.3832498788833618,True,134,3521,42,49,20268951
CHEMBL219_Ki,morgan,xgboost,42,label_permuted,0.5192065238952637,0.7908672094345093,0.7908672094345093,True,134,3521,42,50,20268952
CHEMBL219_Ki,morgan,xgboost,42,label_permuted,0.3472808599472046,0.6560029983520508,0.6560029983520508,True,134,3521,42,51,20268953
CHEMBL219_Ki,morgan,mlp,42,label_permuted,1.1597293615341189,1.7734160423278809,1.7734160423278809,True,134,3521,42,42,20268944
CHEMBL219_Ki,morgan,mlp,42,label_permuted,1.1816024780273438,1.415741145610809,1.415741145610809,True,134,3521,42,43,20268945
CHEMBL219_Ki,morgan,mlp,42,label_permuted,1.1298470497131348,1.4127795100212095,1.4127795100212095,True,134,3521,42,44,20268946
CHEMBL219_Ki,morgan,mlp,42,label_permuted,1.2790404558181765,1.9512834548950195,1.9512834548950195,True,134,3521,42,45,20268947
CHEMBL219_Ki,morgan,mlp,42,label_permuted,1.0881037712097168,1.5043147802352903,1.5043147802352903,True,134,3521,42,46,20268948
CHEMBL219_Ki,morgan,mlp,42,label_permuted,1.1510111093521118,1.611063003540039,1.611063003540039,True,134,3521,42,47,20268949
CHEMBL219_Ki,morgan,mlp,42,label_permuted,1.1678115129470823,1.8425705432891848,1.8425705432891848,True,134,3521,42,48,20268950
CHEMBL219_Ki,morgan,mlp,42,label_permuted,1.2665340900421145,1.5149084329605105,1.5149084329605105,True,134,3521,42,49,20268951
CHEMBL219_Ki,morgan,mlp,42,label_permuted,0.9527146816253662,1.4980514645576477,1.4980514645576477,True,134,3521,42,50,20268952
CHEMBL219_Ki,morgan,mlp,42,label_permuted,1.0584864616394043,1.4972650408744812,1.4972650408744812,True,134,3521,42,51,20268953
CHEMBL228_Ki,morgan,xgboost,42,label_permuted,0.1875115633010864,0.3008495569229126,0.3008495569229126,True,122,3150,42,42,20269944
CHEMBL228_Ki,morgan,xgboost,42,label_permuted,0.1219019889831543,0.1442879438400268,0.1442879438400268,True,122,3150,42,43,20269945
CHEMBL228_Ki,morgan,xgboost,42,label_permuted,0.1012769937515258,0.1535588502883911,0.1535588502883911,True,122,3150,42,44,20269946
CHEMBL228_Ki,morgan,xgboost,42,label_permuted,0.2078946828842163,0.2814958095550537,0.2814958095550537,True,122,3150,42,45,20269947
CHEMBL228_Ki,morgan,xgboost,42,label_permuted,0.1247276067733764,0.1661967039108276,0.1661967039108276,True,122,3150,42,46,20269948
CHEMBL228_Ki,morgan,xgboost,42,label_permuted,0.3047795295715332,0.4431303739547729,0.4431303739547729,True,122,3150,42,47,20269949
CHEMBL228_Ki,morgan,xgboost,42,label_permuted,1.329159379005432,2.016075015068054,2.016075015068054,True,122,3150,42,48,20269950
CHEMBL228_Ki,morgan,xgboost,42,label_permuted,0.1050789356231689,0.1411267518997192,0.1411267518997192,True,122,3150,42,49,20269951
CHEMBL228_Ki,morgan,xgboost,42,label_permuted,1.0297915935516355,1.285306096076965,1.285306096076965,True,122,3150,42,50,20269952
CHEMBL228_Ki,morgan,xgboost,42,label_permuted,0.1112502813339233,0.1387050151824951,0.1387050151824951,True,122,3150,42,51,20269953
CHEMBL228_Ki,morgan,mlp,42,label_permuted,0.9477131366729736,1.4264943599700928,1.4264943599700928,True,122,3150,42,42,20269944
CHEMBL228_Ki,morgan,mlp,42,label_permuted,1.3989019393920898,1.7660638093948364,1.7660638093948364,True,122,3150,42,43,20269945
CHEMBL228_Ki,morgan,mlp,42,label_permuted,1.3070600032806396,1.508345365524292,1.508345365524292,True,122,3150,42,44,20269946
CHEMBL228_Ki,morgan,mlp,42,label_permuted,1.4428735971450806,1.5626853704452517,1.5626853704452517,True,122,3150,42,45,20269947
CHEMBL228_Ki,morgan,mlp,42,label_permuted,1.367762565612793,1.881181716918945,1.881181716918945,True,122,3150,42,46,20269948
CHEMBL228_Ki,morgan,mlp,42,label_permuted,1.4517852067947388,1.5745046138763428,1.5745046138763428,True,122,3150,42,47,20269949
CHEMBL228_Ki,morgan,mlp,42,label_permuted,1.1933649778366089,1.9782439470291135,1.9782439470291135,True,122,3150,42,48,20269950
CHEMBL228_Ki,morgan,mlp,42,label_permuted,1.3444335460662842,1.9275095462799072,1.9275095462799072,True,122,3150,42,49,20269951
CHEMBL228_Ki,morgan,mlp,42,label_permuted,1.358309030532837,1.6937031745910645,1.6937031745910645,True,122,3150,42,50,20269952
CHEMBL228_Ki,morgan,mlp,42,label_permuted,1.7719155550003052,2.2500452995300293,2.2500452995300293,True,122,3150,42,51,20269953
CHEMBL231_Ki,morgan,xgboost,42,label_permuted,1.5629712343215942,2.588025152683258,2.588025152683258,True,56,1883,42,42,20270944
CHEMBL231_Ki,morgan,xgboost,42,label_permuted,0.7190864086151123,1.145233154296875,1.145233154296875,True,56,1883,42,43,20270945
CHEMBL231_Ki,morgan,xgboost,42,label_permuted,0.1099214553833007,0.1226770877838134,0.1226770877838134,True,56,1883,42,44,20270946
CHEMBL231_Ki,morgan,xgboost,42,label_permuted,0.1832978725433349,0.2933081388473511,0.2933081388473511,True,56,1883,42,45,20270947
CHEMBL231_Ki,morgan,xgboost,42,label_permuted,0.803887128829956,1.340266227722168,1.340266227722168,True,56,1883,42,46,20270948
CHEMBL231_Ki,morgan,xgboost,42,label_permuted,0.5660325288772583,0.6078144311904907,0.6078144311904907,True,56,1883,42,47,20270949
CHEMBL231_Ki,morgan,xgboost,42,label_permuted,0.1936644315719604,0.2294191122055053,0.2294191122055053,True,56,1883,42,48,20270950
CHEMBL231_Ki,morgan,xgboost,42,label_permuted,0.2885069847106933,0.2885069847106933,0.2885069847106933,True,56,1883,42,49,20270951
CHEMBL231_Ki,morgan,xgboost,42,label_permuted,0.1063067913055419,0.1630212068557739,0.1630212068557739,True,56,1883,42,50,20270952
CHEMBL231_Ki,morgan,xgboost,42,label_permuted,0.0832598209381103,0.1469843387603759,0.1469843387603759,True,56,1883,42,51,20270953
CHEMBL231_Ki,morgan,mlp,42,label_permuted,0.8222247362136841,1.4772007465362549,1.4772007465362549,True,56,1883,42,42,20270944
CHEMBL231_Ki,morgan,mlp,42,label_permuted,3.2455098628997803,5.218643426895142,5.218643426895142,True,56,1883,42,43,20270945
CHEMBL231_Ki,morgan,mlp,42,label_permuted,0.9821178913116456,1.6052072048187256,1.6052072048187256,True,56,1883,42,44,20270946
CHEMBL231_Ki,morgan,mlp,42,label_permuted,0.9064786434173584,1.2670350074768066,1.2670350074768066,True,56,1883,42,45,20270947
CHEMBL231_Ki,morgan,mlp,42,label_permuted,1.054123878479004,1.4286229610443115,1.4286229610443115,True,56,1883,42,46,20270948
CHEMBL231_Ki,morgan,mlp,42,label_permuted,1.1376073360443115,1.4494006633758545,1.4494006633758545,True,56,1883,42,47,20270949
