dataset,representation,predictor,seed,variant,permutation_seed,best_step,path,sha256,model_initialization_seed,permutation_id,source
CHEMBL1862_Ki,morgan,mlp,42,label_permuted,20260944,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL1862_Ki--morgan--seed42.pt,95b4c16b73cb7760f359fdd16ebb56eb7bbbf309d7c1a705e480e357765e5bc6,42,42,reused_existing
CHEMBL1862_Ki,morgan,mlp,42,label_permuted,20260945,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL1862_Ki--morgan--init42--perm43.pt,6eff46a2ece9692a157a5294ab2a7b1a3d99229c2a1bce7ac1c4bcfaeb1b0d11,42,43,new_fit
CHEMBL1862_Ki,morgan,mlp,42,label_permuted,20260946,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL1862_Ki--morgan--init42--perm44.pt,275f2893b5c98069a049680e788b116cbac8b43c8241bae1dff30b05f30cafc2,42,44,new_fit
CHEMBL1862_Ki,morgan,mlp,42,label_permuted,20260947,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL1862_Ki--morgan--init42--perm45.pt,da5206904fa9a2853ac517a0d38e661c73522f8a6f244a1628bd7cee27db79a4,42,45,new_fit
CHEMBL1862_Ki,morgan,mlp,42,label_permuted,20260948,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL1862_Ki--morgan--init42--perm46.pt,59cb196dd8567ea9ccd00e4161cd6d7f0ea5d0ff4ba085aabe343d65c4223e62,42,46,new_fit
CHEMBL1862_Ki,morgan,mlp,42,label_permuted,20260949,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL1862_Ki--morgan--init42--perm47.pt,413db09a9c2027848ee7f859f32f609a8c1a74f46f7144d4e6b28205a5b172b0,42,47,new_fit
CHEMBL1862_Ki,morgan,mlp,42,label_permuted,20260950,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL1862_Ki--morgan--init42--perm48.pt,9c7709b11f41a33b767ae13ca29345ecd725a0884b398070636622f269ac6bc4,42,48,new_fit
CHEMBL1862_Ki,morgan,mlp,42,label_permuted,20260951,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL1862_Ki--morgan--init42--perm49.pt,394e21ac422221596354c0b602d0ab66b5fe1dbcee00c34a7a4de2d6bf80c051,42,49,new_fit
CHEMBL1862_Ki,morgan,mlp,42,label_permuted,20260952,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL1862_Ki--morgan--init42--perm50.pt,12c896a8aad337c49bfc5b5afa26836b972d1db5b06b5af2bcc345d6c0babacb,42,50,new_fit
CHEMBL1862_Ki,morgan,mlp,42,label_permuted,20260953,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL1862_Ki--morgan--init42--perm51.pt,1baded5eb047d11397fc13cf3b9ab0917ae543c2ebaa8c54ebe8a46f82d8c329,42,51,new_fit
CHEMBL1871_Ki,morgan,xgboost,42,label_permuted,20261944,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL1871_Ki--morgan--seed42.json,c196dd05d40f9b6877604e970f3f23b33b89dee5b6e4ca2bd9ea6c06e1a8d976,42,42,reused_existing
CHEMBL1871_Ki,morgan,xgboost,42,label_permuted,20261945,1,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL1871_Ki--morgan--init42--perm43.json,3897f246272a0c1bb7b60ef22f56cd1b99fadc136446abfec563c6ea64f44246,42,43,new_fit
CHEMBL1871_Ki,morgan,xgboost,42,label_permuted,20261946,3,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL1871_Ki--morgan--init42--perm44.json,f835b87449f3ccae152d3465a470a94c455b6fd3c9992b1de1ace403ea671366,42,44,new_fit
CHEMBL1871_Ki,morgan,xgboost,42,label_permuted,20261947,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL1871_Ki--morgan--init42--perm45.json,a66257dffcddde0371367f702dd78501b8dddfc33d0e6f32b6ea09a98e08d345,42,45,new_fit
CHEMBL1871_Ki,morgan,xgboost,42,label_permuted,20261948,18,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL1871_Ki--morgan--init42--perm46.json,a36477eba52fefc8f6f7124f6056f59fd977795bb68b6076c8241b8dd08d53cf,42,46,new_fit
CHEMBL1871_Ki,morgan,xgboost,42,label_permuted,20261949,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL1871_Ki--morgan--init42--perm47.json,8aeddd851bd7d39cd0ef71a246af17291091c67297b8889278af3bd9da709d47,42,47,new_fit
CHEMBL1871_Ki,morgan,xgboost,42,label_permuted,20261950,63,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL1871_Ki--morgan--init42--perm48.json,24986aaf8727da7829262057bfce76c5ce0873c0e2be7994a2fb85db90ee9cae,42,48,new_fit
CHEMBL1871_Ki,morgan,xgboost,42,label_permuted,20261951,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL1871_Ki--morgan--init42--perm49.json,fc713e6c368ab596aefa42333ba625756bb3771b36e6f6a9f561948a04866380,42,49,new_fit
CHEMBL1871_Ki,morgan,xgboost,42,label_permuted,20261952,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL1871_Ki--morgan--init42--perm50.json,f3c658373dbe05a571945321f3e04eed1a86195dfe9e91a282af2d1dad83bf81,42,50,new_fit
CHEMBL1871_Ki,morgan,xgboost,42,label_permuted,20261953,54,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL1871_Ki--morgan--init42--perm51.json,17e02e8a4d3345d027629682ef7045ba20f94c96df02fa76316fe67f0d1dd0ef,42,51,new_fit
CHEMBL1871_Ki,morgan,mlp,42,label_permuted,20261944,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL1871_Ki--morgan--seed42.pt,f311541b34ea612006aec5832ee1e6b7fa788ebda3d16865cdae2f5a193166b6,42,42,reused_existing
CHEMBL1871_Ki,morgan,mlp,42,label_permuted,20261945,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL1871_Ki--morgan--init42--perm43.pt,5445c2f03be85ec64a7e656967139beb6412ed10111dff88c58789f5fcd40b87,42,43,new_fit
CHEMBL1871_Ki,morgan,mlp,42,label_permuted,20261946,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL1871_Ki--morgan--init42--perm44.pt,13eef0befabcde079f3c7949e661377e36da494127c4a8c02527c61c3376a3cd,42,44,new_fit
CHEMBL1871_Ki,morgan,mlp,42,label_permuted,20261947,59,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL1871_Ki--morgan--init42--perm45.pt,4133cd9ae7c0c33daf1b5dc4350f021fef84bc07d519dd815665cb5520779c4f,42,45,new_fit
CHEMBL1871_Ki,morgan,mlp,42,label_permuted,20261948,2,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL1871_Ki--morgan--init42--perm46.pt,627b4085e3c30a82f474a85c11caa15fad69155ffd7ab6e5ac3cc2ea97ff182a,42,46,new_fit
CHEMBL1871_Ki,morgan,mlp,42,label_permuted,20261949,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL1871_Ki--morgan--init42--perm47.pt,fdcf13bae1cddc964d02b01c09757b917f14e2fb8d7d0d318d821ab77123dd61,42,47,new_fit
CHEMBL1871_Ki,morgan,mlp,42,label_permuted,20261950,2,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL1871_Ki--morgan--init42--perm48.pt,226b1b7e15f12d3f82c422c2e8536688c0a9a012bc4be8b84952c03e5225f988,42,48,new_fit
CHEMBL1871_Ki,morgan,mlp,42,label_permuted,20261951,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL1871_Ki--morgan--init42--perm49.pt,4d3e87b829e038a5e580076075cce3d931dbc2107b1c284c41f80f77e3a663ac,42,49,new_fit
CHEMBL1871_Ki,morgan,mlp,42,label_permuted,20261952,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL1871_Ki--morgan--init42--perm50.pt,c734f77fab6a2d245e5e4480b4a2bf4d058d70a081d2999b09a10f88e2aadae5,42,50,new_fit
CHEMBL1871_Ki,morgan,mlp,42,label_permuted,20261953,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL1871_Ki--morgan--init42--perm51.pt,e17d09e03ceab39dd9c18d6c8b52eedfb7a9a799fbb3d2134f91d0408c8bb26a,42,51,new_fit
CHEMBL2034_Ki,morgan,xgboost,42,label_permuted,20262944,91,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2034_Ki--morgan--seed42.json,6d6a73f12c953cdc48f7d9ca16433434b28c322a8d1f3b0fe987838595828a9a,42,42,reused_existing
CHEMBL2034_Ki,morgan,xgboost,42,label_permuted,20262945,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2034_Ki--morgan--init42--perm43.json,5ab32ddaba3d3bfda7655ad017ef730a76817ec0b687cc5e5f3c3e61ca38f6ab,42,43,new_fit
CHEMBL2034_Ki,morgan,xgboost,42,label_permuted,20262946,2,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2034_Ki--morgan--init42--perm44.json,23ac670bf6820e668cc9fe2448334552985b61711a5e09520e7caff4b0a5990e,42,44,new_fit
CHEMBL2034_Ki,morgan,xgboost,42,label_permuted,20262947,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2034_Ki--morgan--init42--perm45.json,12603a4f678fc3f72d57dda54e173c3f0c79487bcaa98a720f586cbe1bc767fb,42,45,new_fit
CHEMBL2034_Ki,morgan,xgboost,42,label_permuted,20262948,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2034_Ki--morgan--init42--perm46.json,69298d9c15233f1280875e2b3d3e8ca508b74bef86d102e70546c2379cdf8d0c,42,46,new_fit
CHEMBL2034_Ki,morgan,xgboost,42,label_permuted,20262949,6,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2034_Ki--morgan--init42--perm47.json,1bac93dbbeb8d9e0ea2709068e603434022a7904f65bc40eb93571da1f325f4e,42,47,new_fit
CHEMBL2034_Ki,morgan,xgboost,42,label_permuted,20262950,45,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2034_Ki--morgan--init42--perm48.json,f21738765e255f915c54f9f34b88bd987ef8901b0bc60e8b556aaef053756ac5,42,48,new_fit
CHEMBL2034_Ki,morgan,xgboost,42,label_permuted,20262951,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2034_Ki--morgan--init42--perm49.json,000ac7af3c14a57d7e47f1b50b822c68d82ab99e15f7637417759ec9a1bcf0e1,42,49,new_fit
CHEMBL2034_Ki,morgan,xgboost,42,label_permuted,20262952,11,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2034_Ki--morgan--init42--perm50.json,280ff9314811e4d91cb344ca6d0381ae25534a46061742bf04b56e14b82e4a28,42,50,new_fit
CHEMBL2034_Ki,morgan,xgboost,42,label_permuted,20262953,2,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2034_Ki--morgan--init42--perm51.json,ab97a5fd6f4d3817102fd2a93de787c2d5fd7bc8607282fd843640410c69878e,42,51,new_fit
CHEMBL2034_Ki,morgan,mlp,42,label_permuted,20262944,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2034_Ki--morgan--seed42.pt,46de757e83805b866a0aa2443296a95b22dc83bd7d14b587b7e1ab1bc6a0b416,42,42,reused_existing
CHEMBL2034_Ki,morgan,mlp,42,label_permuted,20262945,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2034_Ki--morgan--init42--perm43.pt,8866af9ea14e05d7929a4f97d69924c1f29adce3ee3d9e712aa8df657108c682,42,43,new_fit
CHEMBL2034_Ki,morgan,mlp,42,label_permuted,20262946,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2034_Ki--morgan--init42--perm44.pt,68c45c16c7256d66c020691684afdfded8223afe227a4d66cd0d178311cb52f1,42,44,new_fit
CHEMBL2034_Ki,morgan,mlp,42,label_permuted,20262947,1,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2034_Ki--morgan--init42--perm45.pt,5c64da23895de36270172167f156809e8da27629358c8b55fe3f72a25a41fae8,42,45,new_fit
CHEMBL2034_Ki,morgan,mlp,42,label_permuted,20262948,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2034_Ki--morgan--init42--perm46.pt,596fae5978c965cafe2c974bf843d88d9b60992c9428499b637e67e37b78b3ce,42,46,new_fit
CHEMBL2034_Ki,morgan,mlp,42,label_permuted,20262949,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2034_Ki--morgan--init42--perm47.pt,72d5cdb10eb2bdd90ad185423005f8134cc995ff620cf3c8d477555a6dc7cd76,42,47,new_fit
CHEMBL2034_Ki,morgan,mlp,42,label_permuted,20262950,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2034_Ki--morgan--init42--perm48.pt,c78c0efce773619a82fb52425270f1d536dc8c90141a3d856cfa08a109238669,42,48,new_fit
CHEMBL2034_Ki,morgan,mlp,42,label_permuted,20262951,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2034_Ki--morgan--init42--perm49.pt,f3f68d52482b93b9256af7407cdebed28dc3938fb725c232549cecb084ae6623,42,49,new_fit
CHEMBL2034_Ki,morgan,mlp,42,label_permuted,20262952,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2034_Ki--morgan--init42--perm50.pt,9344e47212dfe9a2abaf43b9a5be57da849eae3f13863cdfff4cfbc4793436c9,42,50,new_fit
CHEMBL2034_Ki,morgan,mlp,42,label_permuted,20262953,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL2034_Ki--morgan--init42--perm51.pt,024c941f1791db9dffe340119f62eae5738740d724cc64b8b29d93b0e5cfb111,42,51,new_fit
CHEMBL204_Ki,morgan,xgboost,42,label_permuted,20263944,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL204_Ki--morgan--seed42.json,2919a82a05541833cec2ce5eaebd9528f6004b4ec35a1304503c3ab1046173b4,42,42,reused_existing
CHEMBL204_Ki,morgan,xgboost,42,label_permuted,20263945,13,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL204_Ki--morgan--init42--perm43.json,af8774a2992b633201a7ae39861376a2b39a44a04eec9e695e512aeacd6e9dd1,42,43,new_fit
CHEMBL204_Ki,morgan,xgboost,42,label_permuted,20263946,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL204_Ki--morgan--init42--perm44.json,fc13649f8ccf14febb465632e0fd7252388d8a94a31b768e991a9ac07c314073,42,44,new_fit
CHEMBL204_Ki,morgan,xgboost,42,label_permuted,20263947,45,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL204_Ki--morgan--init42--perm45.json,ee4acaef5bfa06906ac205ce6bcfcec459dd4a36cd9bf6f1cd091e15b97a28b0,42,45,new_fit
CHEMBL204_Ki,morgan,xgboost,42,label_permuted,20263948,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL204_Ki--morgan--init42--perm46.json,7e187b05596a086a119becf1462e45ed5ddcf927ea7a7fb43898c5c91b81bcb1,42,46,new_fit
CHEMBL204_Ki,morgan,xgboost,42,label_permuted,20263949,11,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL204_Ki--morgan--init42--perm47.json,8a1d57cdbb4bc1538beeaa2606ca0ccbe4750adf94b7e4e0de4cc912d733089f,42,47,new_fit
CHEMBL204_Ki,morgan,xgboost,42,label_permuted,20263950,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL204_Ki--morgan--init42--perm48.json,a2a5b51c64ae1a0787e11028ef380afb035e01898e0d3f7c77312fe12e6e98fd,42,48,new_fit
CHEMBL204_Ki,morgan,xgboost,42,label_permuted,20263951,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL204_Ki--morgan--init42--perm49.json,8e8bb0c10ca1780f41b87cba058f0db76c7c9a49e86545bb84927dc9fd51f613,42,49,new_fit
CHEMBL204_Ki,morgan,xgboost,42,label_permuted,20263952,2,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL204_Ki--morgan--init42--perm50.json,9c3c1a5d7536e80b1d76666a80264430933eeacd30b8a47ea9f94fce02107321,42,50,new_fit
CHEMBL204_Ki,morgan,xgboost,42,label_permuted,20263953,16,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL204_Ki--morgan--init42--perm51.json,5e079f5318b737c6de52da84180420c46f9438a1432db156f016e7291450a6e5,42,51,new_fit
CHEMBL204_Ki,morgan,mlp,42,label_permuted,20263944,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL204_Ki--morgan--seed42.pt,3f91358c4db4745e82d39b67c3069ee6ef45ee85f559e2089f2edc8f474edc86,42,42,reused_existing
CHEMBL204_Ki,morgan,mlp,42,label_permuted,20263945,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL204_Ki--morgan--init42--perm43.pt,9bfcd0b150074220b9094fa2ae047739fa39b993f8b63fe60a6b3185e5671f27,42,43,new_fit
CHEMBL204_Ki,morgan,mlp,42,label_permuted,20263946,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL204_Ki--morgan--init42--perm44.pt,c09eb9f3c7569f86c669fba1f7ba1ef16ae295e6eaa181876b144838e3d47812,42,44,new_fit
CHEMBL204_Ki,morgan,mlp,42,label_permuted,20263947,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL204_Ki--morgan--init42--perm45.pt,c4c956deeb94822de7397da22ed15a0d7aafedd1faef1962bfba41abaadaed6b,42,45,new_fit
CHEMBL204_Ki,morgan,mlp,42,label_permuted,20263948,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL204_Ki--morgan--init42--perm46.pt,39f3343c1591de8e5290b10c240c0977c4d02e0f4ce5ba0bd0c573f4262cc2d8,42,46,new_fit
CHEMBL204_Ki,morgan,mlp,42,label_permuted,20263949,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL204_Ki--morgan--init42--perm47.pt,0b2b1d750e9192c90044b3becffb6acb305f290d697b82b7115fbda7dacb0cf6,42,47,new_fit
CHEMBL204_Ki,morgan,mlp,42,label_permuted,20263950,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL204_Ki--morgan--init42--perm48.pt,e9c0e1ee53dfec970885dcfc433640f010ffa9e5eb2cd431517bd3bfc2d8dcfe,42,48,new_fit
CHEMBL204_Ki,morgan,mlp,42,label_permuted,20263951,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL204_Ki--morgan--init42--perm49.pt,b6f47f03096381d169c1d53e05c014dd463caec7bfd01150c65b1feac4829a66,42,49,new_fit
CHEMBL204_Ki,morgan,mlp,42,label_permuted,20263952,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL204_Ki--morgan--init42--perm50.pt,9d70afb7df6402e565f04cc96ea0eeded1c4598b3066411ff70db8b45e93eb09,42,50,new_fit
CHEMBL204_Ki,morgan,mlp,42,label_permuted,20263953,0,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--mlp--CHEMBL204_Ki--morgan--init42--perm51.pt,b3ee87ef121a9ee104ccfcef376de90bec16c0ff99bf057bbd70a0377ce58226,42,51,new_fit
CHEMBL2047_EC50,morgan,xgboost,42,label_permuted,20264944,57,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2047_EC50--morgan--seed42.json,54f9710b5f4fddfc26b67f19f0b38866c35c7faf93c1d55f17b60e17f6c15333,42,42,reused_existing
CHEMBL2047_EC50,morgan,xgboost,42,label_permuted,20264945,1,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2047_EC50--morgan--init42--perm43.json,58ab48a4695a7f9f2b713e58f7efea3b3386a8c253df40bbb2a56105bc980ce1,42,43,new_fit
CHEMBL2047_EC50,morgan,xgboost,42,label_permuted,20264946,105,research_v2\artifacts\experiment\xai_sanity_cliffs_major_revision_v1\permutation_stability\models\label_permuted--xgboost--CHEMBL2047_EC50--morgan--init42--perm44.json,f6aafc79b5df73487e06f3f470ffea9cceb039b6959418a771d1298be1d579ec,42,44,new_fit
