dataset,representation,predictor,seed,variant,test_rows,unique_test_predictions,test_prediction_min,test_prediction_max,test_prediction_range,endpoint_constant,role,best_step,path,sha256
CHEMBL1862_Ki,morgan,xgboost,23,label_permuted,236,175,-2.5846967697143555,-0.9282801747322084,1.6564165949821472,False,confirmation,61,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL1862_Ki--morgan--seed23.json,0b74d6a23abf21924c4c929c2a356cebef8190e87f95c0dc1366da10ae3f3d15
CHEMBL1862_Ki,morgan,xgboost,42,label_permuted,236,13,-2.0063302516937256,-1.5936939716339111,0.41263628005981445,False,confirmation,2,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL1862_Ki--morgan--seed42.json,af3a77ba39b5b2017002ab6c80e7fa77ada6b6f14dc8ccbf57a400c0860676a1
CHEMBL1862_Ki,unimol,mlp,11,label_permuted,236,236,-2.5127995014190674,-1.3318943977355957,1.1809051036834717,False,confirmation,2,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL1862_Ki--unimol--seed11.pt,814bd103c4bb9c9c09556a1dd32a15114f45d54c0e32a68705006d296c9b7c9e
CHEMBL1862_Ki,unimol,mlp,23,label_permuted,236,236,-2.4895730018615723,-1.4094724655151367,1.0801005363464355,False,confirmation,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL1862_Ki--unimol--seed23.pt,1cf61548a7a9b9a2d8022dfca194ecc7ec465e03fab02684aa47b34aef2acf75
CHEMBL1862_Ki,unimol,mlp,42,label_permuted,236,236,-2.532666683197021,-1.4553956985473633,1.0772709846496578,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL1862_Ki--unimol--seed42.pt,44266a9d01353fd135182d540ffca187ffb73227621b32be9e836e638ce0aca0
CHEMBL1862_Ki,unimol,xgboost,11,label_permuted,236,12,-1.8311809301376345,-1.707572102546692,0.1236088275909426,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL1862_Ki--unimol--seed11.json,9dbb65b40eb73dad10abec41efc02934e628a0995f12637b96adbf69aa1fc081
CHEMBL1862_Ki,unimol,xgboost,23,label_permuted,236,18,-1.9119518995285036,-1.745362401008606,0.16658949851989768,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL1862_Ki--unimol--seed23.json,e08641b7c5f177917145a6650ff668af71f8f32d1d22b6d04c937c30a040dd03
CHEMBL1862_Ki,unimol,xgboost,42,label_permuted,236,207,-2.28631854057312,-1.5194116830825806,0.7669068574905396,False,confirmation,5,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL1862_Ki--unimol--seed42.json,3a8abfea7f0a94eefc7db1a47ef98b068e6708f1801b81a7ebcca9dba040688c
CHEMBL1871_Ki,molformer,mlp,11,label_permuted,57,57,-2.2005245685577397,-1.6226269006729126,0.5778976678848271,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL1871_Ki--molformer--seed11.pt,097dd1ccc1ec0fe9c3356491d708bb20056922621af858d9b95c8b9be24872ba
CHEMBL1871_Ki,molformer,mlp,23,label_permuted,57,57,-2.605069398880005,0.208975076675415,2.81404447555542,False,confirmation,21,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL1871_Ki--molformer--seed23.pt,3e5c935d85fed68caf75162c710d0a1615de27f0ad2590652d3af00e340abebb
CHEMBL1871_Ki,molformer,mlp,42,label_permuted,57,57,-2.154998302459717,-1.6151776313781738,0.539820671081543,False,confirmation,2,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL1871_Ki--molformer--seed42.pt,0fa664999eab5cf7406cbc1ab0fd6ceb53da9d26d6f83f2b43db5309bf43d3b8
CHEMBL1871_Ki,molformer,xgboost,11,label_permuted,57,13,-1.9646110534667969,-1.8482308387756348,0.11638021469116211,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL1871_Ki--molformer--seed11.json,35be88cd6d9c7ef10b1ef906368b179f0622eb747afa6fb2e959eca156dc959a
CHEMBL1871_Ki,molformer,xgboost,23,label_permuted,57,57,-2.135676145553589,-1.4777326583862305,0.6579434871673584,False,confirmation,17,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL1871_Ki--molformer--seed23.json,d5baacc216d88685f01290b71cea99c5b3d6aae1f5ea8968615ef61e49c57e83
CHEMBL1871_Ki,molformer,xgboost,42,label_permuted,57,30,-2.000374317169189,-1.833113431930542,0.16726088523864702,False,confirmation,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL1871_Ki--molformer--seed42.json,4cb2d8797f0b0217f173a626ad1adb1d864d3b6e022fcdc322adc5da95407da9
CHEMBL1871_Ki,morgan,mlp,11,label_permuted,57,57,-2.2956340312957764,-1.6702193021774292,0.6254147291183472,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL1871_Ki--morgan--seed11.pt,eefa836076e2eef6617f51a7a6e7c2c0e868a2dcd505e67bc5ea78c04b184a22
CHEMBL1871_Ki,morgan,mlp,23,label_permuted,57,57,-2.5369412899017334,-0.5255295038223267,2.0114117860794067,False,confirmation,2,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL1871_Ki--morgan--seed23.pt,30bf79afd8e53a7878c9c39477aab7cc72e084b3853349d2d2600a442d23af1b
CHEMBL1871_Ki,morgan,mlp,42,label_permuted,57,57,-2.121601104736328,-1.5755671262741089,0.5460339784622192,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL1871_Ki--morgan--seed42.pt,f311541b34ea612006aec5832ee1e6b7fa788ebda3d16865cdae2f5a193166b6
CHEMBL1871_Ki,morgan,xgboost,11,label_permuted,57,12,-1.9692622423172,-1.7361425161361694,0.2331197261810305,False,confirmation,7,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL1871_Ki--morgan--seed11.json,06de315f893d3d87249805a132d0a65182355388331d3c305e23f2fd1b8634e0
CHEMBL1871_Ki,morgan,xgboost,23,label_permuted,57,40,-2.6087489128112797,-1.2480783462524414,1.3606705665588383,False,confirmation,50,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL1871_Ki--morgan--seed23.json,01d6235ecd2fa249079e05435cf2f26506292de77f096683d9a15070d77e4d5b
CHEMBL1871_Ki,morgan,xgboost,42,label_permuted,57,1,-1.9188482761383057,-1.9188482761383057,0.0,True,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL1871_Ki--morgan--seed42.json,c196dd05d40f9b6877604e970f3f23b33b89dee5b6e4ca2bd9ea6c06e1a8d976
CHEMBL1871_Ki,unimol,mlp,11,label_permuted,57,57,-3.327819347381592,-0.4702844619750976,2.857534885406494,False,confirmation,21,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL1871_Ki--unimol--seed11.pt,a7d75e0ad4f3f5dbd18d2509ab80ad04e051a8fe50cf9e09e3292d4002102170
CHEMBL1871_Ki,unimol,mlp,23,label_permuted,57,57,-2.1455702781677246,-1.721217155456543,0.42435312271118164,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL1871_Ki--unimol--seed23.pt,31c318ec54ee2f1ae686a07564a7413c1378ac42f27eeee9da15533333e98ab2
CHEMBL1871_Ki,unimol,mlp,42,label_permuted,57,57,-3.014979839324951,-1.0976154804229736,1.9173643589019775,False,confirmation,6,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL1871_Ki--unimol--seed42.pt,048bbabd26dfecc08297ad2b2434fd1a64fa92762f4e90a1937e5941ac540c5d
CHEMBL1871_Ki,unimol,xgboost,11,label_permuted,57,57,-2.374267816543579,-1.178866624832153,1.195401191711426,False,confirmation,53,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL1871_Ki--unimol--seed11.json,6271ce22d197a8f22a6484c77f296c0b808331bf113df1253eb9978867574af2
CHEMBL1871_Ki,unimol,xgboost,23,label_permuted,57,26,-2.00831151008606,-1.8141181468963623,0.1941933631896977,False,confirmation,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL1871_Ki--unimol--seed23.json,d661afc9fe87caae44ab706d1d1eb805abc701bcabdd965c6ca48b3e9e03a5d1
CHEMBL1871_Ki,unimol,xgboost,42,label_permuted,57,32,-2.020028591156006,-1.83383047580719,0.18619811534881592,False,confirmation,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL1871_Ki--unimol--seed42.json,f419fc442bc9b415583d3e55a95fbc361ccd368ef1af672335ab6eaf096d6e30
CHEMBL2034_Ki,molformer,mlp,11,label_permuted,113,113,-1.7773590087890625,-0.8117453455924988,0.9656136631965637,False,confirmation,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2034_Ki--molformer--seed11.pt,26a676724ade7586f7bbe3909b4ba9d1f66018ea6621bf8ad3dd79a02ba2fb33
CHEMBL2034_Ki,molformer,mlp,23,label_permuted,113,113,-1.4930028915405271,-0.6145419478416443,0.8784609436988828,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2034_Ki--molformer--seed23.pt,9ef8b201cfa69ba2204404e3dc25820845a5bb54d165f59baffdb9855e226df6
CHEMBL2034_Ki,molformer,mlp,42,label_permuted,113,113,-1.5216224193572998,-0.3830989599227905,1.1385234594345093,False,confirmation,3,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2034_Ki--molformer--seed42.pt,18a7a0e1e3642d39cc1c25795b9b483da4b5bd29042ea4f506cba00e52f7264a
CHEMBL2034_Ki,molformer,xgboost,11,label_permuted,113,10,-1.2593944072723389,-1.1213839054107666,0.13801050186157227,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2034_Ki--molformer--seed11.json,7a933a60d1152b1272842060f5d4eb0c453dc81336e678c08e3ea738537d0c1a
CHEMBL2034_Ki,molformer,xgboost,23,label_permuted,113,10,-1.270557880401611,-1.138200044631958,0.1323578357696531,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2034_Ki--molformer--seed23.json,0c050ad91fc8e28725090582ac0f15d630c2db8cbb6122e053c00cdac7f9ccf8
CHEMBL2034_Ki,molformer,xgboost,42,label_permuted,113,113,-1.660406231880188,-0.8554039597511292,0.8050022721290588,False,confirmation,23,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2034_Ki--molformer--seed42.json,bc0cb45cc7d06cc352fc1b7fe45a1de4095f47b4242b254a8329c5a6b2f8da88
CHEMBL2034_Ki,morgan,mlp,11,label_permuted,113,113,-1.6381961107254028,-0.7855550050735474,0.8526411056518555,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2034_Ki--morgan--seed11.pt,7218d5ddd1f832bf840563988b4a5321360e374f5054c1fe397510c3c10751f3
CHEMBL2034_Ki,morgan,mlp,23,label_permuted,113,113,-1.313486099243164,-0.7161465883255005,0.5973395109176636,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2034_Ki--morgan--seed23.pt,dec36fda143065b3568ee797ae466558d70cdc4f7edff87c452b5a5433292322
CHEMBL2034_Ki,morgan,mlp,42,label_permuted,113,113,-1.2620059251785278,-0.4468579888343811,0.8151479363441467,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2034_Ki--morgan--seed42.pt,46de757e83805b866a0aa2443296a95b22dc83bd7d14b587b7e1ab1bc6a0b416
CHEMBL2034_Ki,morgan,xgboost,11,label_permuted,113,15,-1.26192307472229,-1.1039085388183594,0.15801453590393066,False,confirmation,2,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2034_Ki--morgan--seed11.json,c8f8cb9df1733a572c511bca71d9e35076e4b26b80a4a2e4e191cfd0b5c2f827
CHEMBL2034_Ki,morgan,xgboost,23,label_permuted,113,5,-1.2185791730880735,-1.1252641677856443,0.0933150053024292,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2034_Ki--morgan--seed23.json,76cf37a6740b8827c73b5f95b4c7a67db22746805900bd3cda4f175c3ad53b59
CHEMBL2034_Ki,morgan,xgboost,42,label_permuted,113,96,-1.8164596557617188,-0.3658114671707153,1.4506481885910034,False,confirmation,91,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2034_Ki--morgan--seed42.json,6d6a73f12c953cdc48f7d9ca16433434b28c322a8d1f3b0fe987838595828a9a
CHEMBL2034_Ki,unimol,mlp,11,label_permuted,113,113,-1.816023588180542,-0.7054429650306702,1.1105806231498718,False,confirmation,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2034_Ki--unimol--seed11.pt,64cdae998182a3b4669a868836d56e1d8702e18c059c3c366169870b57c25031
CHEMBL2034_Ki,unimol,mlp,23,label_permuted,113,113,-1.6653491258621216,-0.998726487159729,0.6666226387023926,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2034_Ki--unimol--seed23.pt,3588ff2be158346895ca192986b119cd4a412b1e4e170d651b1bedcc323bab2b
CHEMBL2034_Ki,unimol,mlp,42,label_permuted,113,113,-1.8275551795959477,-0.670222282409668,1.1573328971862797,False,confirmation,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2034_Ki--unimol--seed42.pt,d98b418009fbde0488c123e9857da6c4cad3060925e314f42e4f48fcf7795a61
CHEMBL2034_Ki,unimol,xgboost,11,label_permuted,113,13,-1.2406582832336426,-1.1082038879394531,0.13245439529418945,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2034_Ki--unimol--seed11.json,f5f3b293c595a94aa909ea8f386679bde0db366a793590d5a648930ed48cb3a6
CHEMBL2034_Ki,unimol,xgboost,23,label_permuted,113,101,-1.3252259492874146,-1.0502502918243408,0.27497565746307373,False,confirmation,4,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2034_Ki--unimol--seed23.json,aab773e97170058c5c9665786bc123d03b71673a4da29e5556e024c8e0bb04ea
CHEMBL2034_Ki,unimol,xgboost,42,label_permuted,113,113,-1.6147884130477903,-0.8805593252182007,0.7342290878295896,False,confirmation,12,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2034_Ki--unimol--seed42.json,9b6e5e89a9921de9b8dab644760340714ded51e8ec0e6d9de4b770bd990eeeb8
CHEMBL2047_EC50,molformer,mlp,11,label_permuted,91,91,-3.088095426559448,-2.4398982524871826,0.6481971740722652,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2047_EC50--molformer--seed11.pt,9953e544d836b541d8220cff23e3ed37489d7cc90d2d004263ad3584070ebc56
CHEMBL2047_EC50,molformer,mlp,23,label_permuted,91,91,-3.237101554870605,-2.396920680999756,0.8401808738708492,False,confirmation,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2047_EC50--molformer--seed23.pt,7905aec7701f5adb08c6f110fab1172250d77cb01c47cc91e922fa2b54cdf0fd
CHEMBL2047_EC50,molformer,mlp,42,label_permuted,91,91,-3.045173168182373,-2.451465129852295,0.5937080383300781,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2047_EC50--molformer--seed42.pt,7678e1b3f55f2d88cbe750ad74982bb057264cc61467d6275d87d9f46a76f1c5
CHEMBL2047_EC50,molformer,xgboost,11,label_permuted,91,15,-2.808643341064453,-2.661517858505249,0.1471254825592041,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2047_EC50--molformer--seed11.json,1df8587187c73818c92ec09e1c3fa9aa43cf0f5e1ae4dc5ee7165ae571fa987c
CHEMBL2047_EC50,molformer,xgboost,23,label_permuted,91,28,-2.820599317550659,-2.6687796115875244,0.15181970596313477,False,confirmation,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2047_EC50--molformer--seed23.json,e3d1e623e7c11a4869c456f9055637ae5e87d632ae638b1d3c858de7b0fd7202
CHEMBL2047_EC50,molformer,xgboost,42,label_permuted,91,91,-3.070914030075073,-2.163483142852783,0.9074308872222896,False,confirmation,14,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2047_EC50--molformer--seed42.json,ae5b4700a2496754bd80fb10afee0792bebe8d1f393620590572e27ddc002594
CHEMBL2047_EC50,morgan,mlp,11,label_permuted,91,91,-3.0575571060180664,-2.559870719909668,0.49768638610839844,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2047_EC50--morgan--seed11.pt,551175e838a0ef18f5e6796a3605a3353939173365f4675ccb1355aa91ac8e06
CHEMBL2047_EC50,morgan,mlp,23,label_permuted,91,91,-2.925078153610229,-2.5385758876800537,0.38650226593017534,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2047_EC50--morgan--seed23.pt,c5430f76f12080f058d2c22c3e5a70d277d55093b64c3c8d515a963dc5c6ec71
CHEMBL2047_EC50,morgan,mlp,42,label_permuted,91,91,-2.912097692489624,-2.390068292617798,0.5220293998718262,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2047_EC50--morgan--seed42.pt,86bf4e98cd7ed750c3f8d30f42af202dbae88a6e49ef710ced5c4459bd84159f
CHEMBL2047_EC50,morgan,xgboost,11,label_permuted,91,5,-2.8102657794952397,-2.7236075401306152,0.08665823936462447,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2047_EC50--morgan--seed11.json,a0511dc84869c09bc818cd26b6c9d8fa9dfc59f14224ad07e434b809a016e3cb
CHEMBL2047_EC50,morgan,xgboost,23,label_permuted,91,13,-2.8562674522399902,-2.5786874294281006,0.27758002281188965,False,confirmation,2,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2047_EC50--morgan--seed23.json,03c51acf515479032d9cbbc8504aa93afcf8cf0e9099e286984143a201cb6e03
CHEMBL2047_EC50,morgan,xgboost,42,label_permuted,91,52,-3.25522255897522,-1.9667420387268064,1.2884805202484138,False,confirmation,57,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2047_EC50--morgan--seed42.json,54f9710b5f4fddfc26b67f19f0b38866c35c7faf93c1d55f17b60e17f6c15333
CHEMBL2047_EC50,unimol,mlp,11,label_permuted,91,91,-3.7067055702209473,-2.525876998901367,1.18082857131958,False,confirmation,2,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2047_EC50--unimol--seed11.pt,df26d061288fdd6bbd1c51bca9e20b9769f36bf040922d699817aa765e2d5ce4
CHEMBL2047_EC50,unimol,mlp,23,label_permuted,91,91,-3.068119525909424,-2.423942804336548,0.644176721572876,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2047_EC50--unimol--seed23.pt,cf2d186c3ff8f31276e7ba61ca03e7ca978d09e668eee8cf37e57f1e6ae92363
CHEMBL2047_EC50,unimol,mlp,42,label_permuted,91,91,-3.127969741821289,-2.5461761951446533,0.5817935466766357,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL2047_EC50--unimol--seed42.pt,aa950c28327c057c271277acf53c95dbfd6cb98eae599fe2bcce6f5f0a0d64c9
CHEMBL2047_EC50,unimol,xgboost,11,label_permuted,91,15,-2.791214942932129,-2.665806293487549,0.12540864944458008,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2047_EC50--unimol--seed11.json,4fb13c1af3df52267f77ed8b0f12a88732a33842506f5e8bb60333e16047ed08
CHEMBL2047_EC50,unimol,xgboost,23,label_permuted,91,91,-2.9845104217529297,-2.3165526390075684,0.6679577827453613,False,confirmation,10,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2047_EC50--unimol--seed23.json,0803f5cc24f2190b97d4966257fd191a9dc40e2de406e9f5b25f6049636b54f4
CHEMBL2047_EC50,unimol,xgboost,42,label_permuted,91,40,-2.859056234359741,-2.6509575843811035,0.2080986499786377,False,confirmation,1,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--xgboost--CHEMBL2047_EC50--unimol--seed42.json,b3223ee324de4e935a457a4e63dc0cae964b491a4372c70df66f8d07fac350d4
CHEMBL204_Ki,molformer,mlp,11,label_permuted,360,360,-2.880408763885498,-1.5601143836975098,1.3202943801879883,False,confirmation,0,research_v2\artifacts\experiment\xai_sanity_cliffs_full_v1\full\sanity_heads\models\label_permuted--mlp--CHEMBL204_Ki--molformer--seed11.pt,9931aba6052ab5de46636fbd5d9881aa4619bc078b5fbd957846090a5906dfe8
